0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
-0.178867 0.000447167
-0.333011 0.00127969
-1.08264 0.00398629
-1.62156 0.0080402
-2.00901 0.0130627
-2.28755 0.0187816
-2.4878 0.0250011
-2.63177 0.0315805
-2.73527 0.0384187
-2.84023 0.0455193
-2.94624 0.0528849
-2.9919 0.0603647
-3.11639 0.0681556
-3.20588 0.0761703
-3.23967 0.0842695
-3.35561 0.0926585
-4.66104 0.104311
-5.59954 0.11831
-6.27425 0.133996
-6.75932 0.150894
-6.30497 0.166656
-5.37602 0.180096
-4.90895 0.192369
-4.37239 0.2033
-3.98664 0.213266
-3.70932 0.22254
-3.50995 0.231315
-3.36661 0.239731
-3.26357 0.24789
-3.18948 0.255864
-3.13622 0.263704
-3.09793 0.271449
-3.07041 0.279125
-3.05062 0.286752
-3.03639 0.294343
-3.02616 0.301908
-3.01881 0.309455
-3.01352 0.316989
-3.00972 0.324513
-3.00699 0.332031
-3.00502 0.339543
-3.00361 0.347052
-3.0026 0.354559
-3.00187 0.362063
-3.00134 0.369567
-3.00096 0.377069
-3.00069 0.384571
-3.0005 0.392072
-3.00036 0.399573
-3.00026 0.407074
-3.00018 0.414574
-3.00013 0.422074
-3.0001 0.429575
-3.00007 0.437075
-3.00005 0.444575
-3.00003 0.452075
-3.00002 0.459575
-3.00002 0.467075
-2.66272 0.473732
-1.91429 0.478518
-1.37623 0.481958
-0.989405 0.484432
-0.711306 0.48621
-0.511375 0.487488
-0.367639 0.488408
-0.264304 0.489068
-0.190014 0.489543
-0.136605 0.489885
-0.0982088 0.49013
-0.0706046 0.490307
-0.0507591 0.490434
-0.0364918 0.490525
-0.0262347 0.490591
-0.0188605 0.490638
-0.0135592 0.490672
-0.00974785 0.490696
-0.0070079 0.490714
-0.00503815 0.490726
-0.00362206 0.490735
-0.00260399 0.490742
-0.00187202 0.490746
-0.00134583 0.49075
-0.000967484 0.490752
-0.000695572 0.490754
-0.000500107 0.490755
-0.000359573 0.490756
-0.000258408 0.490757
-0.000185623 0.490757
-0.000133438 0.490758
-9.59015e-05 0.490758
-6.88934e-05 0.490758
-4.94385e-05 0.490758
-3.54767e-05 0.490758
-2.54059e-05 0.490758
-1.83105e-05 0.490758
-1.30463e-05 0.490758
-9.38416e-06 0.490758
-6.63757e-06 0.490758
-4.80652e-06 0.490758
-3.43323e-06 0.490758
-2.5177e-06 0.490758
-1.83105e-06 0.490758
-1.14441e-06 0.490758
-6.86646e-07 0.490758
-4.57764e-07 0.490758
-2.28882e-07 0.490758
