0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
7.37364e-05 1.18328e-07 2.14313e-08 
0.000550674 8.79871e-07 1.59127e-07 
0.0016459 2.61527e-06 4.76391e-07 
0.00349118 5.5156e-06 1.01797e-06 
0.00615845 9.69157e-06 1.82054e-06 
0.00967712 1.525e-05 2.92148e-06 
0.0140742 2.24407e-05 4.38034e-06 
0.0193459 3.17193e-05 6.2775e-06 
0.0254953 4.39175e-05 8.7362e-06 
0.0325153 6.02693e-05 1.1922e-05 
0.0401713 8.1391e-05 1.58712e-05 
0.0484365 0.000108688 2.07686e-05 
0.0578401 0.000147628 2.74514e-05 
0.0686032 0.000203294 3.66544e-05 
0.0804596 0.000276938 4.85232e-05 
0.0934947 0.000373365 6.37635e-05 
0.107772 0.00049791 8.31581e-05 
0.123338 0.000656428 0.000107566 
0.139889 0.000848769 0.000136949 
0.157359 0.00107876 0.000171864 
0.175645 0.00134927 0.000212725 
0.19451 0.00165904 0.000259342 
0.213573 0.00200105 0.000310676 
0.232577 0.00237009 0.000365953 
0.251357 0.00276235 0.000424615 
0.269809 0.00317517 0.000486274 
0.287873 0.00360679 0.000550674 
0.305522 0.00405609 0.000617664 
0.322752 0.00452253 0.00068717 
0.339573 0.00500596 0.000759182 
0.356007 0.00550654 0.000833736 
0.372083 0.00602466 0.000910905 
0.387835 0.00656092 0.000990789 
0.403303 0.00711605 0.00107351 
0.418526 0.00769086 0.0011592 
0.433546 0.00828627 0.001248 
0.448407 0.00890317 0.00134007 
0.463151 0.00954251 0.00143555 
0.477818 0.0102051 0.00153458 
0.49245 0.0108918 0.0016373 
0.507084 0.0116034 0.00174382 
0.521759 0.0123403 0.00185424 
0.536508 0.0131032 0.00196867 
0.551234 0.0138836 0.00208585 
0.566014 0.0146849 0.00220631 
0.580908 0.0155094 0.0023304 
0.595706 0.0163413 0.00245574 
