0 0 0 0.000461098 0.000553317 0.000553317
0 0 0 0.00135927 0.00163113 0.00163113
0 0 0 0.00265038 0.00318046 0.00318046
0 0 0 0.00428428 0.00514114 0.00514114
0 0 0 0.00619088 0.00742905 0.00742905
0 0 0 0.00829979 0.00995975 0.00995975
0 0 0 0.0105282 0.0126338 0.0126338
0 0 0 0.0127101 0.0152521 0.0152521
0 0 0 0.0146573 0.0175887 0.0175887
0 0 0 0.0163061 0.0195674 0.0195674
0 0 0 0.0176329 0.0211595 0.0211595
0 0 0 0.0186769 0.0224123 0.0224123
0 0 0 0.0194012 0.0232814 0.0232814
0 0 0 0.0198966 0.0238759 0.0238759
0 0 0 0.02024 0.024288 0.024288
0 0 0 0.0204006 0.0244807 0.0244807
0 0 0 0.0203728 0.0244474 0.0244474
0 0 0 0.0201928 0.0242313 0.0242313
0 0 0 0.0197619 0.0237142 0.0237142
0 0 0 0.0191323 0.0229588 0.0229588
0 0 0 0.0184827 0.0221792 0.0221792
0 0 0 0.017774 0.0213288 0.0213288
0 0 0 0.0170979 0.0205175 0.0205175
0 0 0 0.0165867 0.0199041 0.0199041
0 0 0 0.0162424 0.0194909 0.0194909
0 0 0 0.016051 0.0192612 0.0192612
-0.178867 -0.178867 -0.339847 0.0159802 0.0191762 -0.320671
-0.97182 -0.97182 -1.84646 0.0161273 0.0193528 -1.82711
-1.54189 -1.54189 -2.9296 0.0168284 0.0201941 -2.9094
-1.95173 -1.95173 -3.70829 0.0182375 0.021885 -3.68641
-2.24638 -2.24638 -4.26811 0.0204303 0.0245163 -4.2436
-2.4582 -2.4582 -4.67058 0.0233714 0.0280457 -4.64254
-2.67029 -2.67029 -5.07355 0.027131 0.0325572 -5.041
-2.82277 -2.82277 -5.36326 0.0317095 0.0380515 -5.32521
-2.99219 -2.99219 -5.68516 0.0370312 0.0444374 -5.64073
-3.14389 -3.14389 -5.9734 0.0431241 0.0517489 -5.92165
-2.81839 -2.81839 -5.35493 0.0499718 0.0599662 -5.29497
-2.89136 -2.89136 -5.49359 0.0572726 0.0687271 -5.42486
-4.13989 -4.13989 -7.8658 0.0649963 0.0779956 -7.7878
-4.85011 -4.85011 -9.21521 0.0736643 0.0883972 -9.12681
-4.57993 -4.57993 -8.70187 0.0833541 0.100025 -8.60185
-5.01421 -5.01421 -9.52701 0.0936566 0.112388 -9.41462
-5.43183 -5.43183 -10.3205 0.104639 0.125567 -10.1949
-5.83747 -5.83747 -11.0912 0.116285 0.139542 -10.9517
