0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0.120461 0.000301153
0.207064 0.000818812
0.992092 0.00329904
1.55647 0.00719021
1.8868 0.0119072
2.12086 0.0172093
3.21119 0.0252373
3.71398 0.0345223
4.07545 0.0447109
4.33532 0.0555492
4.52215 0.0668546
4.65646 0.0784957
4.75302 0.0903783
4.82244 0.102434
4.87235 0.114615
4.69202 0.126345
4.77858 0.138292
4.84082 0.150394
4.88556 0.162608
5.0137 0.175142
4.57743 0.186586
4.83347 0.198669
5.01755 0.211213
4.7964 0.223204
4.63742 0.234798
4.73933 0.246646
4.69548 0.258385
4.54684 0.269752
4.5571 0.281144
4.56447 0.292556
4.68689 0.304273
4.7749 0.31621
4.83817 0.328306
4.88365 0.340515
4.68213 0.35222
4.30301 0.362978
4.49892 0.374225
4.63976 0.385824
4.43986 0.396924
4.5973 0.408417
4.71049 0.420193
4.79187 0.432173
4.63415 0.443758
4.73698 0.455601
4.81091 0.467628
4.86406 0.479788
4.90227 0.492044
4.5282 0.503364
4.66081 0.515017
4.75615 0.526907
4.44992 0.538032
4.60454 0.549543
4.71569 0.561332
4.7956 0.573321
4.85305 0.585454
4.89436 0.59769
4.27541 0.608378
3.0737 0.616063
2.49083 0.62229
2.49341 0.628523
2.49526 0.634761
2.63713 0.641354
2.73912 0.648202
2.81245 0.655233
2.30301 0.660991
2.49892 0.667238
2.63976 0.673837
2.74102 0.68069
2.81381 0.687724
2.86614 0.69489
2.90377 0.702149
2.93082 0.709476
2.10703 0.714744
1.83101 0.719321
1.31635 0.722612
0.946358 0.724978
0.680359 0.726679
0.489126 0.727902
0.351644 0.728781
0.252805 0.729413
0.181747 0.729867
0.130662 0.730194
0.093936 0.730429
0.0675325 0.730598
0.0485506 0.730719
0.0349039 0.730806
0.025093 0.730869
0.0180397 0.730914
0.0129688 0.730946
0.00932327 0.73097
0.00670265 0.730987
0.0048185 0.730999
0.0034642 0.731007
0.00249039 0.731013
0.00179008 0.731018
0.00128693 0.731021
0.000924988 0.731023
0.000664749 0.731025
0.422092 0.73208
0.795335 0.734069
1.06367 0.736728
1.18631 0.739694
1.41502 0.743231
1.43891 0.746828
1.03446 0.749415
0.7437 0.751274
0.534663 0.752611
0.384382 0.753572
0.276341 0.754262
0.198668 0.754759
0.142827 0.755116
0.102682 0.755373
0.0738203 0.755557
0.0530711 0.75569
0.0381539 0.755785
0.0274297 0.755854
0.0197198 0.755903
0.0141769 0.755939
