0,0.000000,2.979640,-44.246883,4.115466,-0.317762,0.097425,0.203934,0.000884
1,0.010000,3.304125,-44.196426,4.896610,-0.317672,0.097801,0.204485,0.000966
2,0.020000,3.328797,-44.186378,5.231013,-0.317501,0.098137,0.204734,0.001093
3,0.030000,3.570751,-44.302391,5.241476,-0.317741,0.098223,0.204852,0.001100
4,0.040000,3.347862,-44.128159,4.865335,-0.318452,0.097854,0.205075,0.001080
5,0.050000,3.387120,-44.079350,4.711857,-0.318696,0.097842,0.205152,0.001098
6,0.060000,3.442045,-44.333080,4.697667,-0.318834,0.097818,0.205570,0.001137
7,0.070000,3.392719,-44.678547,4.483950,-0.318870,0.097797,0.205834,0.001209
9,0.090000,3.516029,-44.243179,4.118771,-0.319357,0.097663,0.205973,0.001289
10,0.100000,3.469851,-44.199650,4.352467,-0.319614,0.097732,0.206398,0.001170
11,0.110000,3.681284,-44.225769,4.335593,-0.319931,0.097766,0.206525,0.001027
12,0.120000,4.030227,-44.343273,4.640653,-0.319696,0.097884,0.206737,0.001102
13,0.130000,3.733612,-44.449463,4.416109,-0.320010,0.097722,0.207137,0.001205
14,0.140000,3.989358,-44.566849,4.956780,-0.320047,0.097833,0.207390,0.001116
15,0.150000,3.761637,-44.752731,4.282081,-0.320737,0.097710,0.207549,0.000918
16,0.160000,3.656705,-44.412838,4.327023,-0.320931,0.097935,0.207841,0.000962
17,0.170000,3.531627,-44.479321,4.215507,-0.321088,0.097983,0.208007,0.000976
18,0.180000,3.246221,-44.209862,4.151585,-0.321200,0.098289,0.208464,0.001038
19,0.190000,3.555915,-44.169880,4.822059,-0.320988,0.098364,0.208782,0.001185
20,0.200000,4.066015,-43.974983,5.843009,-0.320712,0.098490,0.209128,0.001159
21,0.210000,3.660378,-44.391933,4.835802,-0.321926,0.098047,0.209151,0.000898
22,0.220000,3.562621,-44.177048,5.533174,-0.321635,0.098615,0.209547,0.000751
23,0.230000,4.030191,-44.335545,5.793169,-0.321645,0.098337,0.209780,0.001064
24,0.240000,3.814261,-44.481304,5.366920,-0.322213,0.098319,0.209991,0.000741
25,0.250000,4.057312,-44.490524,5.528853,-0.322297,0.098128,0.210192,0.000761
26,0.260000,4.053578,-44.523975,5.353986,-0.322470,0.098221,0.210345,0.000814
27,0.270000,4.034488,-44.735645,4.855189,-0.323006,0.098247,0.210456,0.000994
28,0.280000,4.220195,-44.999504,4.754614,-0.323332,0.098274,0.210440,0.001105
29,0.290000,4.414904,-45.110920,4.958671,-0.323564,0.098258,0.210833,0.000616
30,0.300000,4.557407,-45.092232,5.048262,-0.323547,0.098279,0.210969,0.000739
31,0.310000,4.648005,-45.122768,4.808591,-0.323782,0.098106,0.210998,0.000967
32,0.320000,4.849136,-45.094334,5.108123,-0.323788,0.098020,0.211354,0.000911
33,0.330000,3.477526,-44.881275,4.074918,-0.325128,0.097689,0.212021,0.001181
34,0.340000,3.216107,-45.115017,3.571802,-0.325552,0.097802,0.212044,0.001379
35,0.350000,3.934506,-45.236305,4.145461,-0.325156,0.097972,0.212042,0.001508
36,0.360000,4.416303,-44.846878,5.778892,-0.324406,0.098084,0.212877,0.001473
37,0.370000,4.335338,-45.149349,4.678202,-0.324726,0.098188,0.212853,0.001335
38,0.380000,3.673138,-44.768112,4.026145,-0.324957,0.098061,0.213077,0.001211
39,0.390000,4.249991,-45.035618,4.898424,-0.325185,0.098013,0.213253,0.001232
40,0.400000,3.790133,-44.911697,5.187412,-0.325398,0.098157,0.213834,0.001076
41,0.410000,3.463141,-44.520630,4.798787,-0.325682,0.097873,0.214091,0.001210
42,0.420000,3.860348,-45.176147,4.549506,-0.326505,0.097720,0.214054,0.001266
43,0.430000,3.968323,-45.047089,5.126918,-0.326401,0.097715,0.214559,0.001227
44,0.440000,3.602943,-45.263462,4.541513,-0.326970,0.097904,0.214834,0.000963
45,0.450000,3.320008,-45.365494,4.153016,-0.327230,0.097796,0.214954,0.001162
46,0.460000,3.592858,-45.082230,4.568781,-0.327197,0.097879,0.215203,0.001149
47,0.470000,3.133359,-45.232773,4.204689,-0.327776,0.098042,0.215330,0.000975
48,0.480000,3.682886,-45.396217,4.672781,-0.327561,0.098113,0.215553,0.001195
49,0.490000,3.610322,-45.374317,4.249713,-0.328095,0.098035,0.215527,0.001201
50,0.500000,3.383876,-45.347202,4.749780,-0.327757,0.097865,0.216408,0.001297
51,0.510000,3.246394,-45.331318,3.960213,-0.328317,0.097938,0.216308,0.001318
52,0.520000,3.533866,-45.217094,4.341206,-0.328259,0.098067,0.216398,0.001323
53,0.530000,2.914248,-45.349640,4.269133,-0.328903,0.097956,0.216931,0.001258
54,0.540000,2.968615,-45.266548,4.440835,-0.328955,0.097968,0.217070,0.001284
55,0.550000,2.992371,-45.357670,4.180132,-0.329288,0.097871,0.217165,0.001187
56,0.560000,3.279748,-45.239552,4.414562,-0.329164,0.097988,0.217470,0.001199
57,0.570000,2.801279,-45.365009,3.972654,-0.330006,0.098064,0.217629,0.000661
58,0.580000,2.953335,-45.179253,3.685189,-0.330048,0.097790,0.217767,0.000989
59,0.590000,2.670885,-45.166023,3.545019,-0.330311,0.097900,0.218141,0.000883
60,0.600000,2.831244,-45.448761,3.678011,-0.330551,0.097916,0.218291,0.000940
61,0.610000,3.408951,-45.712868,4.345279,-0.330358,0.098307,0.218499,0.001080
62,0.620000,3.316790,-45.644203,4.580626,-0.330407,0.098288,0.218850,0.001210
63,0.630000,4.036339,-45.753487,4.714602,-0.330746,0.098172,0.218932,0.001199
64,0.640000,3.901473,-45.729622,4.732589,-0.330980,0.098203,0.219326,0.001254
65,0.650000,3.894995,-45.673714,4.588632,-0.331216,0.098134,0.219383,0.001209
66,0.660000,3.863015,-45.629482,4.556926,-0.331399,0.098096,0.219574,0.001238
67,0.670000,4.069825,-45.629398,4.703985,-0.331567,0.098315,0.219735,0.001325
68,0.680000,4.247948,-45.439041,4.959951,-0.331752,0.098294,0.219898,0.001304
69,0.690000,3.996662,-45.851212,4.693107,-0.331558,0.098050,0.220403,0.001427
70,0.700000,4.192171,-45.532982,4.586054,-0.332009,0.098070,0.220266,0.001241
71,0.710000,3.757074,-45.363064,4.765232,-0.332423,0.098153,0.220853,0.000990
72,0.720000,3.869316,-45.628181,4.870406,-0.332701,0.098355,0.221032,0.000985
73,0.730000,3.692465,-45.311752,4.604566,-0.333147,0.097926,0.221202,0.001027
74,0.740000,3.541719,-45.297543,4.925644,-0.333121,0.097749,0.221770,0.001033
75,0.750000,3.579645,-45.464916,4.354988,-0.333484,0.097840,0.221704,0.000990
76,0.760000,4.129642,-45.722473,5.203718,-0.333098,0.098333,0.222150,0.001160
77,0.770000,3.764012,-45.158562,5.204741,-0.333462,0.097956,0.222711,0.001085
