0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.000502901 2.56691e-07 1.02278e-07 
0.0018032 1.27192e-06 3.61806e-07 
0.00814531 9.46646e-06 1.98498e-06 
0.0215262 2.70425e-05 5.55497e-06 
0.042826 6.60221e-05 1.49678e-05 
0.0724054 0.000166384 3.83784e-05 
0.109724 0.000385593 8.5836e-05 
0.154148 0.000787646 0.000169449 
0.204165 0.0014177 0.000299506 
0.257808 0.00228423 0.000481601 
0.312704 0.00335146 0.000708581 
0.371175 0.00479816 0.00102411 
0.435495 0.00685298 0.0014817 
0.504933 0.00957675 0.00210912 
0.579725 0.013121 0.00295008 
0.659127 0.0175749 0.00404789 
0.743893 0.0232034 0.00547414 
0.830646 0.029717 0.00716496 
0.918008 0.0370558 0.00910809 
1.00637 0.045436 0.0113428 
1.09553 0.0549828 0.0138999 
1.18611 0.0660088 0.0168524 
1.27878 0.0788734 0.0202935 
1.37386 0.0938766 0.0243177 
1.47134 0.111248 0.0290205 
1.57119 0.131224 0.0345142 
1.67341 0.154042 0.0409277 
1.77799 0.179948 0.0484076 
1.88496 0.209187 0.0571155 
1.99435 0.241993 0.0672209 
2.10619 0.278574 0.0788897 
2.22052 0.319094 0.0922682 
2.33733 0.363663 0.107464 
2.45663 0.412324 0.124528 
2.57837 0.465054 0.143439 
