0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.000195395 3.1804e-07 4.11437e-08 
0.000674347 1.02337e-06 1.08386e-07 
0.00147567 2.19581e-06 1.93133e-07 
0.00259658 3.83646e-06 3.13052e-07 
0.00383651 5.67183e-06 4.3794e-07 
0.00519343 7.86877e-06 6.27126e-07 
0.00706734 1.1267e-05 9.23452e-07 
0.00940739 1.53031e-05 1.1885e-06 
0.0121291 1.92043e-05 1.60578e-06 
0.0151883 2.30771e-05 3.12361e-06 
0.0185456 2.72562e-05 6.47147e-06 
0.0221021 3.30703e-05 1.21023e-05 
0.0257921 4.21235e-05 2.04404e-05 
0.0295065 5.58517e-05 3.19379e-05 
0.0332204 7.53002e-05 4.7116e-05 
0.0368613 0.000100908 6.63344e-05 
0.0404865 0.000133777 9.00394e-05 
0.0441222 0.000173579 0.000117729 
0.0479256 0.000221454 0.000149662 
0.0521536 0.000279811 0.000186688 
0.0569212 0.000349015 0.000228663 
0.0623899 0.000430599 0.000275927 
0.0687239 0.00052691 0.000329229 
0.0756593 0.000632675 0.00038567 
0.0832832 0.000750896 0.000446244 
0.0917029 0.000885026 0.000511987 
0.10083 0.00103445 0.000582386 
0.110651 0.00120064 0.000657556 
0.120987 0.00138147 0.000736457 
0.131801 0.00157794 0.000819055 
0.142767 0.0017831 0.000902696 
0.153698 0.00199348 0.000986096 
0.164484 0.0022075 0.00106866 
0.175865 0.00245231 0.00115841 
0.188418 0.00275006 0.00126148 
0.202554 0.00311926 0.00138258 
0.218306 0.00356366 0.00152192 
0.235986 0.00410179 0.0016839 
0.255913 0.00475416 0.00187285 
0.278229 0.00553828 0.00209243 
0.302803 0.00646019 0.00234286 
0.328783 0.00748726 0.00261581 
0.355386 0.00858705 0.00290268 
0.382139 0.00974167 0.00319896 
0.409138 0.0109706 0.00350849 
