0 0 0 0.00205635 0.00205635 0.00205635
0 0 0 0.00267377 0.00267377 0.00267377
0 0 0 0.00276227 0.00276227 0.00276227
0 0 0 0.0024489 0.0024489 0.0024489
0 0 0 0.00169054 0.00169054 0.00169054
0 0 0 0.00112686 0.00112686 0.00112686
0 0 0 0.000725949 0.000725949 0.000725949
0 0 0 0.000365537 0.000365537 0.000365537
0 0 0 0.000112596 0.000112596 0.000112596
0 0 0 2.58267e-05 2.58267e-05 2.58267e-05
0 0 0 -7.04415e-05 -7.04415e-05 -7.04415e-05
0 0 0 -9.44923e-05 -9.44923e-05 -9.44923e-05
0 0 0 -8.99299e-05 -8.99299e-05 -8.99299e-05
0 0 0 -0.0001885 -0.0001885 -0.0001885
0 0 0 -0.0008972 -0.0008972 -0.0008972
0 0 0 -0.00166434 -0.00166434 -0.00166434
0 0 0 -0.00202008 -0.00202008 -0.00202008
0 0 0 -0.0018458 -0.0018458 -0.0018458
0 0 0 -0.00162468 -0.00162468 -0.00162468
0 0 0 -0.00152362 -0.00152362 -0.00152362
0 0 0 -0.00125157 -0.00125157 -0.00125157
0 0 0 -0.00092091 -0.00092091 -0.00092091
0 0 0 -0.00106189 -0.00106189 -0.00106189
0 0 0 -0.00141948 -0.00141948 -0.00141948
0 0 0 -0.00169247 -0.00169247 -0.00169247
0 0 0 -0.00119438 -0.00119438 -0.00119438
0 0 0 0.000482778 0.000482778 0.000482778
0 0 0 0.00104611 0.00104611 0.00104611
0 0 0 0.000843282 0.000843282 0.000843282
0 0 0 0.000538798 0.000538798 0.000538798
0 0 0 0.000338739 0.000338739 0.000338739
0 0 0 0.000253661 0.000253661 0.000253661
0 0 0 0.00052484 0.00052484 0.00052484
0 0 0 0.000925198 0.000925198 0.000925198
0 0 0 0.000462557 0.000462557 0.000462557
0 0 0 4.65713e-05 4.65713e-05 4.65713e-05
0 0 0 0.000722199 0.000722199 0.000722199
0 0 0 0.000915843 0.000915843 0.000915843
0 0 0 0.000301818 0.000301818 0.000301818
0 0 0 -0.000787017 -0.000787017 -0.000787017
0 0 0 -0.00160141 -0.00160141 -0.00160141
0 0 0 -0.00211612 -0.00211612 -0.00211612
0 0 0 -0.00222484 -0.00222484 -0.00222484
0 0 0 -0.00163585 -0.00163585 -0.00163585
0 0 0 -0.00127616 -0.00127616 -0.00127616
0 0 0 -0.00123942 -0.00123942 -0.00123942
0 0 0 -0.000703427 -0.000703427 -0.000703427
0 0 0 -0.0010383 -0.0010383 -0.0010383
0 0 0 -0.00098603 -0.00098603 -0.00098603
0.140538 0.140538 0.267022 -0.00176245 -0.00176245 0.26526
0.297789 0.297789 0.5658 -0.00162775 -0.00162775 0.564172
1.05732 1.05732 2.0089 -0.000577473 -0.000577473 2.00832
1.60336 1.60336 3.04638 0.000743283 0.000743283 3.04712
1.99592 1.99592 3.79225 0.0030583 0.0030583 3.79531
2.27814 2.27814 4.32847 0.0058958 0.0058958 4.33437
2.37564 2.37564 4.51371 0.00843266 0.00843266 4.52214
2.45744 2.45744 4.66913 0.0111472 0.0111472 4.68028
2.2664 2.2664 4.30616 0.0143546 0.0143546 4.32052
1.78552 1.78552 3.39249 0.0168975 0.0168975 3.40939
2.85768 2.85768 5.4296 0.01961 0.01961 5.44921
3.45984 3.45984 6.57369 0.0223382 0.0223382 6.59603
3.89274 3.89274 7.39621 0.0257348 0.0257348 7.42194
3.57935 3.57935 6.80077 0.0305181 0.0305181 6.83128
3.97866 3.97866 7.55946 0.0339493 0.0339493 7.59341
4.26573 4.26573 8.1049 0.0393624 0.0393624 8.14426
4.47212 4.47212 8.49703 0.0423257 0.0423257 8.53935
4.62049 4.62049 8.77894 0.048481 0.048481 8.82742
4.72716 4.72716 8.98161 0.052332 0.052332 9.03394
4.80385 4.80385 9.12732 0.0590843 0.0590843 9.1864
4.85898 4.85898 9.23207 0.0631877 0.0631877 9.29526
4.89862 4.89862 9.30738 0.0692025 0.0692025 9.37658
4.92712 4.92712 9.36152 0.0750797 0.0750797 9.4366
4.9476 4.9476 9.40044 0.0822809 0.0822809 9.48272
4.96233 4.96233 9.42843 0.09327 0.09327 9.5217
4.97292 4.97292 9.44854 0.098615 0.098615 9.54716
4.98053 4.98053 9.46301 0.109477 0.109477 9.57248
3.75629 3.75629 7.13696 0.118028 0.118028 7.25499
2.87616 2.87616 5.46471 0.125715 0.125715 5.59042
3.22718 3.22718 6.13164 0.132273 0.132273 6.26392
3.58494 3.58494 6.81138 0.140144 0.140144 6.95153
3.38539 3.38539 6.43224 0.148984 0.148984 6.58123
3.45274 3.45274 6.56021 0.156763 0.156763 6.71697
3.32549 3.32549 6.31842 0.165591 0.165591 6.48401
3.234 3.234 6.1446 0.174466 0.174466 6.31906
3.16823 3.16823 6.01963 0.182305 0.182305 6.20194
3.12094 3.12094 5.92979 0.191659 0.191659 6.12145
3.08695 3.08695 5.8652 0.20086 0.20086 6.06606
2.78143 2.78143 5.28472 0.210299 0.210299 5.49502
2.84287 2.84287 5.40145 0.219397 0.219397 5.62084
2.88703 2.88703 5.48536 0.227314 0.227314 5.71268
2.91878 2.91878 5.54569 0.238809 0.238809 5.7845
2.94161 2.94161 5.58906 0.248462 0.248462 5.83753
2.95802 2.95802 5.62024 0.259936 0.259936 5.88018
2.96982 2.96982 5.64266 0.267044 0.267044 5.90971
2.9783 2.9783 5.65878 0.277297 0.277297 5.93607
2.9844 2.9844 5.67036 0.29028 0.29028 5.96064
2.98879 2.98879 5.67869 0.293517 0.293517 5.97221
2.99194 2.99194 5.68468 0.302803 0.302803 5.98749
2.9942 2.9942 5.68899 0.31297 0.31297 6.00196
2.99583 2.99583 5.69208 0.3236 0.3236 6.01568
2.62224 2.62224 4.98225 0.345603 0.345603 5.32785
1.88519 1.88519 3.58186 0.352528 0.352528 3.93438
1.35531 1.35531 2.57508 0.368851 0.368851 2.94393
1.51096 1.51096 2.87083 0.37535 0.37535 3.24618
1.08627 1.08627 2.0639 0.375043 0.375043 2.43895
0.780942 0.780942 1.48379 0.398154 0.398154 1.88194
0.983052 0.983052 1.8678 0.396837 0.396837 2.26464
0.706739 0.706739 1.3428 0.420796 0.420796 1.7636
0.789168 0.789168 1.49942 0.422445 0.422445 1.92186
0.988965 0.988965 1.87903 0.423594 0.423594 2.30263
0.71099 0.71099 1.35088 0.450461 0.450461 1.80134
1.11345 1.11345 2.11556 0.448641 0.448641 2.5642
1.28233 1.28233 2.43643 0.475804 0.475804 2.91224
1.76513 1.76513 3.35374 0.483942 0.483942 3.83769
2.11222 2.11222 4.01322 0.50609 0.50609 4.51931
2.36175 2.36175 4.48733 0.509478 0.509478 4.99681
2.54115 2.54115 4.82819 0.520325 0.520325 5.34851
2.30874 2.30874 4.3866 0.547516 0.547516 4.93412
2.50304 2.50304 4.75577 0.570205 0.570205 5.32597
2.64272 2.64272 5.02117 0.617891 0.617891 5.63906
2.74314 2.74314 5.21197 0.633927 0.633927 5.8459
2.81534 2.81534 5.34914 0.676325 0.676325 6.02547
2.86724 2.86724 5.44776 0.690721 0.690721 6.13848
