0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0.00176604 2.95925e-06 1.99915e-07 
0.0157994 2.87601e-05 2.55073e-06 
0.0431032 7.57189e-05 5.09879e-06 
0.0818963 0.000157391 8.82079e-06 
0.126814 0.000326961 3.04787e-05 
0.175717 0.000631497 7.37112e-05 
0.227271 0.00109736 0.000141636 
0.280071 0.0017278 0.000235197 
0.332089 0.00247676 0.000347783 
0.38285 0.0033446 0.000480244 
0.431772 0.00431329 0.000630469 
0.479181 0.00541283 0.000804965 
0.525262 0.00666093 0.00100853 
0.569553 0.00801565 0.00123685 
0.611746 0.00943613 0.0014859 
0.651673 0.0108987 0.00175407 
0.689105 0.0123506 0.00203072 
0.72501 0.0138716 0.00232813 
0.758975 0.0153752 0.00263282 
0.792204 0.0169825 0.00296373 
0.824185 0.0185874 0.00330134 
0.855488 0.0202385 0.00365423 
0.886569 0.0219757 0.00402993 
0.918309 0.023885 0.00444318 
0.951163 0.0259974 0.00490039 
0.987205 0.0285992 0.00544954 
1.0312 0.0323041 0.00619074 
1.08542 0.0373058 0.00715731 
1.15448 0.043866 0.00839223 
1.23793 0.0519479 0.00989837 
1.33737 0.0615723 0.0116888 
1.45181 0.072699 0.0137712 
1.58096 0.0852987 0.0161568 
1.72422 0.0993405 0.0188591 
1.87949 0.114794 0.0218932 
2.04301 0.131628 0.0252761 
2.20783 0.149298 0.0289065 
2.37617 0.167979 0.0328427 
2.54718 0.187782 0.0371306 
2.72052 0.208308 0.0416852 
2.89769 0.229772 0.0465759 
3.08051 0.252189 0.0518193 
3.26554 0.274654 0.0571742 
3.4513 0.297016 0.0625996 
3.63787 0.319181 0.0680678 
3.82092 0.340626 0.0734226 
4.00382 0.361825 0.0787962 
4.18982 0.383272 0.0843262 
4.37756 0.404634 0.0899068 
4.57073 0.426368 0.0956635 
4.77449 0.448949 0.101724 
